1.0809735771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3395.4053869831,0.0097886762,0.0043118279,-0.0001105738,8.60160769321977E-06,-1.75959120397982E-06,5.73597846264406E-07,-2.37595791791956E-07,1.13845648157087E-07,-6.02340841566587E-08,3.42603030677125E-08,-2.05957572227193E-08,1.29355971325354E-08,-8.41865766462636E-09,5.64291914935239E-09,-3.87754840355808E-09,2.72166232208207E-09,-1.94575091335306E-09,1.41353712738063E-09,-0.000000001,7.7709922653055E-10,-5.8635409946034E-10,4.46916594654675E-10,-3.43760908498529E-10,2.66617193073953E-10,-2.08356563338927E-10,1.6396035496994E-10,-1.2984988454541E-10
3.8577231381195E-07,0.000000857,5.51471648022652E-07,6.34125801768093E-08,-1.03695371129176E-08,3.10579396244018E-09,-1.24658491799949E-09,5.93532400014373E-10,-3.15939316312593E-10,1.8197147882207E-10,-1.11162395656711E-10,7.10798609342835E-11,-4.71402558019274E-11,3.22116000360455E-11,-2.25658009320895E-11,1.61454334614251E-11,-1.17627032133427E-11,8.70525058212848E-12,-6.53168672926521E-12,4.96068457224511E-12,-3.80844986039529E-12,2.95226215040868E-12,-2.30857805282498E-12,1.81953078424879E-12,-1.44440918756994E-12,1.15416523294139E-12,-9.27805690234643E-13,7.4998035825869E-13
1.3002706881,8.62284575961189E-07,5.40096295627032E-07,5.74545549824396E-08,-9.51272075641566E-09,2.85773448463652E-09,-1.14869252013921E-09,5.47477853249948E-10,-2.91664088473443E-10,1.68110016486579E-10,-1.027612754344E-10,6.5747410847466E-11,-4.36283696690938E-11,2.98278676669943E-11,-2.09066175055187E-11,1.49657257898106E-11,-1.0908460588927E-11,8.07681285762163E-12,-6.06291422825456E-12,4.60670653155169E-12,-3.53822988525214E-12,2.74396150389541E-12,-2.14659300976723E-12,1.69255838231592E-12,-1.34415976189427E-12,1.07449040760019E-12,-8.64098372264192E-13,6.98755921666251E-13
0.0106234054,0.0099826057,0.0001357182,-9.51684098856494E-06,2.40276361427801E-06,-9.29585298098792E-07,4.46262850188431E-07,-2.4314018036026E-07,1.44104243213767E-07,-9.07277397365006E-08,5.97897191893617E-08,-4.08360124741317E-08,2.87057830434035E-08,-2.06630307877991E-08,1.51722128130033E-08,-1.13303472626045E-08,8.58533041037266E-09,-6.58825183110001E-09,5.11226365930906E-09,-0.000000004,3.16711833820464E-09,-2.52358123162554E-09,0.000000002,-1.63567560760695E-09,1.32888682719365E-09,-1.08545750035758E-09,8.91007416230401E-10,-7.34726279243891E-10
1.1717332795,-0.1391961816,0.0431147953,-0.0213694526,0.0128734873,-0.0085878654,0.0060985531,-0.0045179528,0.0034508642,-0.0026974569,0.0021470634,-0.0017340514,0.0014173591,-0.0011701705,0.000974345,-0.0008172451,0.0006898447,-0.0005855586,0.0004994925,-0.0004279498,0.0003680985,-0.0003177417,0.0002751557,-0.0002389745,0.000208106,-0.0001816695,0.0001589495,-0.0001393612
0.7884950173,-0.0171652664,0.0107464154,-0.0078873835,0.0061789599,-0.0050197544,0.0041740054,-0.0035273753,0.0030166372,-0.0026035209,0.002263274,-0.001979054,0.0017389324,-0.0015341834,0.0013582518,-0.0012061031,0.0010737973,-0.0009582013,0.0008567894,-0.000767501,0.0006886374,-0.0006187856,0.0005567603,-0.0005015605,0.0004523355,-0.0004083576,0.0003690019,-0.0003337288
265.8671331386,-1.4180428587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1956488244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3395.406566039,0.0107732842,0.0042744413,-0.0001068436,7.69454749842406E-06,-1.42208680098345E-06,4.18241888577023E-07,-1.56470067681424E-07,6.7754246704553E-08,-3.24048912497142E-08,1.66636402163426E-08,-9.05737114584207E-09,5.14372912440373E-09,-0.000000003,1.83470614965758E-09,-1.14002991993759E-09,7.23592245439918E-10,-4.67789593606656E-10,3.07309713726931E-10,-2.04758786040393E-10,1.38153206554119E-10,-9.42656181676651E-11,6.49724275871149E-11,-4.51927289554453E-11,3.16963868694585E-11,-2.23994974719755E-11,1.59396687943829E-11,-1.14154010187276E-11
